uniprot,protein_length,source_database,organism,in_alphafold,pfam_accession,name,source_database,type,integrated,member_databases,go_terms,start,end,dc-status,representative,representative,model,score
Q13153,545,reviewed,9606,True,PF00786,P21-Rho-binding domain,pfam,domain,IPR000095,,,74,132,CONTINUOUS,True,True,PF00786,6.1e-23
Q13177,524,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,249,500,CONTINUOUS,False,False,PF00069,1.1e-70
Q13177,524,reviewed,9606,True,PF00786,P21-Rho-binding domain,pfam,domain,IPR000095,,,73,130,CONTINUOUS,True,True,PF00786,4.2e-23
O75914,559,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,283,534,CONTINUOUS,False,False,PF00069,1.7e-70
O75914,559,reviewed,9606,True,PF00786,P21-Rho-binding domain,pfam,domain,IPR000095,,,69,141,CONTINUOUS,True,True,PF00786,4.3e-17
P24723,683,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,356,614,CONTINUOUS,False,False,PF00069,1.6e-61
P24723,683,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,172,225,CONTINUOUS,False,False,PF00130,3e-12
P24723,683,reviewed,9606,True,PF00168,C2 domain,pfam,domain,IPR000008,,,10,115,CONTINUOUS,False,False,PF00168,1.1e-10
P24723,683,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,635,676,CONTINUOUS,False,False,PF00433,5.9e-10
Q00536,496,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,165,446,CONTINUOUS,False,False,PF00069,7.2e-66
Q00537,523,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,192,473,CONTINUOUS,False,False,PF00069,2.1e-67
Q07002,474,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,144,425,CONTINUOUS,False,False,PF00069,2.7e-64
P16234,1089,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,223,306,CONTINUOUS,False,False,PF07679,0.0054
P16234,1089,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,594,948,CONTINUOUS,False,False,PF07714,3.1e-91
P09619,1106,reviewed,9606,True,PF00047,Immunoglobulin domain,pfam,domain,IPR013151,,,40,110,CONTINUOUS,False,False,PF00047,1.1e-07
P09619,1106,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,601,955,CONTINUOUS,False,False,PF07714,1.8e-90
P09619,1106,reviewed,9606,True,PF13927,Immunoglobulin domain,pfam,domain,,,,217,294,CONTINUOUS,False,False,PF13927,1.6e-06
O15530,556,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,83,330,CONTINUOUS,False,False,PF00069,1.6e-64
O15530,556,reviewed,9606,True,PF14593,PH domain,pfam,domain,IPR033931,,,446,547,CONTINUOUS,False,False,PF14593,6.2e-41
Q15118,436,reviewed,9606,True,PF02518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",pfam,domain,IPR003594,,,270,390,CONTINUOUS,False,False,PF02518,1.6e-10
Q15118,436,reviewed,9606,True,PF10436,Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase,pfam,family,IPR018955,,,56,220,CONTINUOUS,False,False,PF10436,1.9e-46
Q15119,407,reviewed,9606,True,PF02518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",pfam,domain,IPR003594,,,242,361,CONTINUOUS,False,False,PF02518,1.5e-09
Q15119,407,reviewed,9606,True,PF10436,Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase,pfam,family,IPR018955,,,30,192,CONTINUOUS,False,False,PF10436,2.3e-49
Q15120,406,reviewed,9606,True,PF02518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",pfam,domain,IPR003594,,,238,359,CONTINUOUS,False,False,PF02518,2.5e-08
Q15120,406,reviewed,9606,True,PF10436,Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase,pfam,family,IPR018955,,,26,188,CONTINUOUS,False,False,PF10436,1.5e-45
Q16654,411,reviewed,9606,True,PF02518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",pfam,domain,IPR003594,,,245,365,CONTINUOUS,False,False,PF02518,9e-11
Q16654,411,reviewed,9606,True,PF10436,Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase,pfam,family,IPR018955,,,34,195,CONTINUOUS,False,False,PF10436,6.6e-46
Q9NZJ5,1116,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,595,660,CONTINUOUS,False,False,PF00069,3.2e-07
O94921,469,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,135,419,CONTINUOUS,False,False,PF00069,1.4e-62
Q16816,387,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,20,288,CONTINUOUS,False,False,PF00069,4.4e-73
P15735,406,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,25,291,CONTINUOUS,False,False,PF00069,1e-76
P11309,313,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,38,290,CONTINUOUS,False,False,PF00069,3.2e-65
Q9P1W9,311,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,33,286,CONTINUOUS,False,False,PF00069,1.2e-52
Q15131,360,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,39,323,CONTINUOUS,False,False,PF00069,1.3e-60
P50750,372,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,19,315,CONTINUOUS,False,False,PF00069,2.1e-64
P21127,795,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,441,723,CONTINUOUS,False,False,PF00069,1e-60
Q14680,651,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,11,263,CONTINUOUS,False,False,PF00069,2.6e-71
Q14680,651,reviewed,9606,True,PF02149,Kinase associated domain 1,pfam,domain,IPR001772,,,608,651,CONTINUOUS,False,False,PF02149,4.7e-10
Q14680,651,reviewed,9606,True,PF21594,"Maternal embryonic leucine zipper kinase, UBA domain",pfam,domain,IPR048637,,,282,324,CONTINUOUS,False,False,PF21594,4.2e-22
Q5VT25,1732,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,77,343,CONTINUOUS,False,False,PF00069,2.7e-52
Q5VT25,1732,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,1013,1063,CONTINUOUS,False,False,PF00130,2.9e-07
Q5VT25,1732,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,362,404,CONTINUOUS,False,False,PF00433,0.0016
Q5VT25,1732,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,1238,1494,CONTINUOUS,False,False,PF00780,7e-75
Q5VT25,1732,reviewed,9606,True,PF08826,DMPK coiled coil domain like,pfam,coiled_coil,IPR014930,,,881,941,CONTINUOUS,False,False,PF08826,2.6e-23
Q5VT25,1732,reviewed,9606,True,PF15796,KELK-motif containing domain of MRCK Ser/Thr protein kinase,pfam,coiled_coil,IPR031597,,,529,608,CONTINUOUS,False,False,PF15796,1.9e-29
P17612,351,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,44,298,CONTINUOUS,True,True,PF00069,2.8e-71
P22694,351,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,44,298,CONTINUOUS,True,True,PF00069,2e-71
P22612,351,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,44,298,CONTINUOUS,True,True,PF00069,1.4e-69
P17252,672,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,341,583,CONTINUOUS,False,False,PF00069,6.3e-63
P17252,672,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,37,87,CONTINUOUS,False,False,PF00130,3.5e-13
P17252,672,reviewed,9606,True,PF00168,C2 domain,pfam,domain,IPR000008,,,172,277,CONTINUOUS,False,False,PF00168,2.9e-28
P17252,672,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,624,658,CONTINUOUS,False,False,PF00433,0.00045
P05771,671,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,344,586,CONTINUOUS,False,False,PF00069,1.7e-58
P05771,671,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,37,87,CONTINUOUS,False,False,PF00130,5.4e-13
P05771,671,reviewed,9606,True,PF00168,C2 domain,pfam,domain,IPR000008,,,173,277,CONTINUOUS,False,False,PF00168,1e-25
P05771,671,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,623,662,CONTINUOUS,False,False,PF00433,9.7e-10
Q05655,676,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,352,603,CONTINUOUS,False,False,PF00069,2.7e-59
Q05655,676,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,159,209,CONTINUOUS,False,False,PF00130,7.9e-12
Q05655,676,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,624,665,CONTINUOUS,False,False,PF00433,1.4e-09
Q05655,676,reviewed,9606,True,PF21494,"Protein kinase C delta/epsilon/eta/theta, C2 domain",pfam,domain,,,,4,112,CONTINUOUS,True,True,PF21494,2.1e-49
Q02156,737,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,409,667,CONTINUOUS,False,False,PF00069,2.9e-63
Q02156,737,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,170,221,CONTINUOUS,False,False,PF00130,2.8e-13
Q02156,737,reviewed,9606,True,PF00168,C2 domain,pfam,domain,IPR000008,,,7,116,CONTINUOUS,False,False,PF00168,1.1e-08
Q02156,737,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,689,730,CONTINUOUS,False,False,PF00433,1.9e-08
P05129,697,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,353,599,CONTINUOUS,False,False,PF00069,7.3e-59
P05129,697,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,36,86,CONTINUOUS,False,False,PF00130,1.3e-14
P05129,697,reviewed,9606,True,PF00168,C2 domain,pfam,domain,IPR000008,,,173,277,CONTINUOUS,False,False,PF00168,1.7e-27
P05129,697,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,642,675,CONTINUOUS,False,False,PF00433,1.2e-05
P41743,596,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,256,521,CONTINUOUS,False,False,PF00069,2.2e-65
P41743,596,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,141,192,CONTINUOUS,False,False,PF00130,3.6e-12
P41743,596,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,546,584,CONTINUOUS,False,False,PF00433,6.3e-06
P41743,596,reviewed,9606,True,PF00564,PB1 domain,pfam,domain,IPR000270,,,26,107,CONTINUOUS,False,False,PF00564,4.7e-12
Q15139,912,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,587,839,CONTINUOUS,False,False,PF00069,3.6e-68
Q15139,912,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,150,197,CONTINUOUS,False,False,PF00130,5.9e-12
Q15139,912,reviewed,9606,True,PF00169,PH domain,pfam,domain,IPR001849,,,423,497,CONTINUOUS,False,False,PF00169,6.6e-05
Q04759,706,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,382,634,CONTINUOUS,False,False,PF00069,2.6e-61
Q04759,706,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,160,210,CONTINUOUS,False,False,PF00130,1.7e-12
Q04759,706,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,655,696,CONTINUOUS,False,False,PF00433,9.5e-09
Q04759,706,reviewed,9606,True,PF21494,"Protein kinase C delta/epsilon/eta/theta, C2 domain",pfam,domain,,,,4,113,CONTINUOUS,True,True,PF21494,2e-46
Q05513,592,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,254,516,CONTINUOUS,False,False,PF00069,5.9e-62
Q05513,592,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,131,182,CONTINUOUS,False,False,PF00130,1.9e-12
Q05513,592,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,540,580,CONTINUOUS,False,False,PF00433,2e-05
Q05513,592,reviewed,9606,True,PF00564,PB1 domain,pfam,domain,IPR000270,,,16,97,CONTINUOUS,False,False,PF00564,1.7e-16
P51817,358,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,51,303,CONTINUOUS,False,False,PF00069,5.7e-67
Q9H422,1215,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,197,525,CONTINUOUS,False,False,PF00069,4.3e-45
P53350,603,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,53,305,CONTINUOUS,False,False,PF00069,3.3e-67
P53350,603,reviewed,9606,True,PF00659,POLO box duplicated region,pfam,family,IPR000959,,,419,476,CONTINUOUS,False,False,PF00659,3.3e-17
Q9H4B4,646,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,64,314,CONTINUOUS,False,False,PF00069,1.4e-69
Q9H4B4,646,reviewed,9606,True,PF00659,POLO box duplicated region,pfam,family,IPR000959,,,472,528,CONTINUOUS,False,False,PF00659,4.6e-11
Q16512,942,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,617,874,CONTINUOUS,False,False,PF00069,2.3e-58
Q16512,942,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,895,937,CONTINUOUS,False,False,PF00433,6.9e-09
Q16512,942,reviewed,9606,True,PF02185,Hr1 repeat,pfam,family,IPR011072,,,39,98,CONTINUOUS,False,False,PF02185,1.1e-10
Q16513,984,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,662,916,CONTINUOUS,False,False,PF00069,1.3e-62
Q16513,984,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,937,979,CONTINUOUS,False,False,PF00433,1.4e-09
Q16513,984,reviewed,9606,True,PF02185,Hr1 repeat,pfam,family,IPR011072,,,51,110,CONTINUOUS,False,False,PF02185,1e-10
O43930,277,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,54,259,CONTINUOUS,False,False,PF00069,4.8e-62
Q13523,1007,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,689,1003,CONTINUOUS,False,False,PF00069,4.8e-46
P11801,424,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,98,355,CONTINUOUS,False,False,PF00069,1.4e-71
P04049,648,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,352,605,CONTINUOUS,False,False,PF00069,5.3e-60
P04049,648,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,139,185,CONTINUOUS,False,False,PF00130,6.3e-10
P04049,648,reviewed,9606,True,PF02196,Raf-like Ras-binding domain,pfam,domain,IPR003116,,,57,128,CONTINUOUS,False,False,PF02196,9e-23
P07949,1114,reviewed,9606,True,PF00028,Cadherin domain,pfam,domain,IPR002126,,,173,260,CONTINUOUS,False,False,PF00028,5.4e-09
P07949,1114,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,725,1005,CONTINUOUS,False,False,PF07714,3.2e-94
P07949,1114,reviewed,9606,True,PF17756,RET Cadherin like domain 1,pfam,domain,IPR041163,,,29,153,CONTINUOUS,True,True,PF17756,1.8e-43
P07949,1114,reviewed,9606,True,PF17812,RET Cadherin like domain 3,pfam,domain,IPR040667,,,265,379,CONTINUOUS,True,True,PF17812,6.2e-44
P07949,1114,reviewed,9606,True,PF17813,RET Cadherin like domain 4,pfam,domain,IPR041317,,,405,506,CONTINUOUS,True,True,PF17813,4.7e-43
P07949,1114,reviewed,9606,True,PF22540,"RET, Cysteine Rich Domain",pfam,domain,,,,518,620,CONTINUOUS,True,True,PF22540,9.1e-32
Q15835,563,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,194,443,CONTINUOUS,False,False,PF00069,1.8e-60
Q15835,563,reviewed,9606,True,PF00615,Regulator of G protein signaling domain,pfam,domain,IPR016137,,,58,174,CONTINUOUS,False,False,PF00615,1.8e-16
Q13546,671,reviewed,9606,True,PF00531,Death domain,pfam,domain,IPR000488,,,585,666,CONTINUOUS,False,False,PF00531,6.3e-18
Q13546,671,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,21,284,CONTINUOUS,False,False,PF07714,1.2e-48
O43353,540,reviewed,9606,True,PF00619,Caspase recruitment domain,pfam,domain,IPR001315,,,437,519,CONTINUOUS,False,False,PF00619,6.3e-15
O43353,540,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,22,288,CONTINUOUS,False,False,PF07714,9.9e-40
Q9Y572,518,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,22,280,CONTINUOUS,False,False,PF00069,7.5e-39
Q9Y572,518,reviewed,9606,True,PF12721,RIP homotypic interaction motif,pfam,conserved_site,IPR025735,,,448,468,CONTINUOUS,False,False,PF12721,8.4e-06
Q13464,1354,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,76,338,CONTINUOUS,False,False,PF00069,4.5e-60
Q13464,1354,reviewed,9606,True,PF08912,Rho Binding,pfam,coiled_coil,IPR015008,,,948,1014,CONTINUOUS,False,False,PF08912,3.4e-19
Q04912,1400,reviewed,9606,True,PF01403,Sema domain,pfam,repeat,IPR001627,,,338,502,CONTINUOUS,False,False,PF01403,4.4e-16
Q04912,1400,reviewed,9606,True,PF01437,Plexin repeat,pfam,family,IPR002165,,,527,568,CONTINUOUS,False,False,PF01437,0.08
Q04912,1400,reviewed,9606,True,PF01833,IPT/TIG domain,pfam,domain,IPR002909,,,569,661,CONTINUOUS,False,False,PF01833,0.75
Q04912,1400,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,1084,1338,CONTINUOUS,False,False,PF07714,8.1e-88
Q01973,937,reviewed,9606,True,PF00051,Kringle domain,pfam,domain,IPR000001,,,313,391,CONTINUOUS,False,False,PF00051,1.6e-19
Q01973,937,reviewed,9606,True,PF01392,Fz domain,pfam,domain,IPR020067,,,170,288,CONTINUOUS,False,False,PF01392,1.6e-09
Q01973,937,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,61,143,CONTINUOUS,False,False,PF07679,8.6e-14
Q01973,937,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,474,746,CONTINUOUS,False,False,PF07714,2e-91
Q01974,943,reviewed,9606,True,PF00051,Kringle domain,pfam,domain,IPR000001,,,316,394,CONTINUOUS,False,False,PF00051,5.2e-20
Q01974,943,reviewed,9606,True,PF01392,Fz domain,pfam,domain,IPR020067,,,174,291,CONTINUOUS,False,False,PF01392,1.2e-09
Q01974,943,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,63,150,CONTINUOUS,False,False,PF07679,1.6e-15
Q01974,943,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,474,746,CONTINUOUS,False,False,PF07714,1.1e-86
P08922,2347,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,204,280,CONTINUOUS,False,False,PF00041,7.5e-08
P08922,2347,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,1948,2215,CONTINUOUS,False,False,PF07714,1.3e-91
Q15349,733,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,59,318,CONTINUOUS,True,True,PF00069,6.4e-68
Q15349,733,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,342,378,CONTINUOUS,False,False,PF00433,0.014
P51812,740,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,68,327,CONTINUOUS,True,True,PF00069,4.9e-68
P51812,740,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,351,387,CONTINUOUS,False,False,PF00433,0.0098
Q15418,735,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,62,320,CONTINUOUS,False,False,PF00069,2.8e-68
Q15418,735,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,345,381,CONTINUOUS,False,False,PF00433,0.056
P34925,607,reviewed,9606,True,PF02019,WIF domain,pfam,family,IPR003306,,,66,194,CONTINUOUS,False,False,PF02019,2.7e-42
P34925,607,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,330,596,CONTINUOUS,False,False,PF07714,5.7e-81
O00444,970,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,13,265,CONTINUOUS,False,False,PF00069,7.5e-69
O00444,970,reviewed,9606,True,PF18190,Polo-like Kinase 4 Polo Box 1,pfam,domain,IPR033699,,,592,697,CONTINUOUS,False,False,PF18190,3.3e-40
O00444,970,reviewed,9606,True,PF18409,Polo-like Kinase 4 Polo Box 2,pfam,domain,IPR033698,,,699,807,CONTINUOUS,False,False,PF18409,1.5e-35
Q15759,364,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,27,308,CONTINUOUS,False,False,PF00069,1e-57
P53778,367,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,27,311,CONTINUOUS,False,False,PF00069,2.3e-62
O15264,365,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,28,308,CONTINUOUS,False,False,PF00069,1.5e-64
Q9Y2H9,1570,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,376,647,CONTINUOUS,False,False,PF00069,1.7e-56
Q9Y2H9,1570,reviewed,9606,True,PF08926,Domain of unknown function (DUF1908),pfam,domain,IPR015022,,,61,336,CONTINUOUS,True,True,PF08926,0.0
Q9Y2H9,1570,reviewed,9606,True,PF17820,PDZ domain,pfam,domain,IPR041489,,,1003,1046,CONTINUOUS,False,False,PF17820,7.6e-07
O00141,431,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,98,355,CONTINUOUS,False,False,PF00069,1.1e-68
O00141,431,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,376,423,CONTINUOUS,False,False,PF00433,5.2e-06
Q9H2G2,1235,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,35,292,CONTINUOUS,False,False,PF00069,1.9e-65
Q9H2G2,1235,reviewed,9606,True,PF12474,Polo kinase kinase,pfam,family,IPR022165,,,852,990,CONTINUOUS,False,False,PF12474,1.4e-34
Q9NYY3,685,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,84,334,CONTINUOUS,False,False,PF00069,3.1e-68
Q9NYY3,685,reviewed,9606,True,PF00659,POLO box duplicated region,pfam,family,IPR000959,,,512,566,CONTINUOUS,False,False,PF00659,1.5e-13
Q16584,847,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,118,376,CONTINUOUS,False,False,PF07714,3.2e-60
Q16584,847,reviewed,9606,True,PF14604,Variant SH3 domain,pfam,domain,IPR001452,,,48,100,CONTINUOUS,False,False,PF14604,6.7e-10
P12931,536,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,151,233,CONTINUOUS,False,False,PF00017,2.2e-24
P12931,536,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,90,137,CONTINUOUS,False,False,PF00018,1e-13
P12931,536,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,271,518,CONTINUOUS,False,False,PF07714,9e-92
Q96SB4,655,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,80,228,CONTINUOUS,False,False,PF00069,2.5e-18
P78362,688,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,81,223,CONTINUOUS,False,False,PF00069,2.1e-18
O76039,960,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,14,297,CONTINUOUS,False,False,PF00069,1.5e-69
Q9UL54,1235,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,29,281,CONTINUOUS,False,False,PF00069,5.9e-60
P43405,635,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,15,92,CONTINUOUS,False,False,PF00017,1.3e-16
P43405,635,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,374,623,CONTINUOUS,False,False,PF07714,1.4e-88
O43318,606,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,36,283,CONTINUOUS,False,False,PF07714,6.3e-56
Q13873,1038,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,205,496,CONTINUOUS,False,False,PF00069,3.9e-28
Q13873,1038,reviewed,9606,True,PF01064,Activin types I and II receptor domain,pfam,domain,IPR000472,,,52,126,CONTINUOUS,True,True,PF01064,1.1e-09
P42680,631,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,247,330,CONTINUOUS,False,False,PF00017,2e-16
P42680,631,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,185,231,CONTINUOUS,False,False,PF00018,2.4e-11
P42680,631,reviewed,9606,True,PF00169,PH domain,pfam,domain,IPR001849,,,6,110,CONTINUOUS,False,False,PF00169,1.1e-13
P42680,631,reviewed,9606,True,PF00779,BTK motif,pfam,conserved_site,IPR001562,,,119,147,CONTINUOUS,False,False,PF00779,3.2e-10
P42680,631,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,370,618,CONTINUOUS,False,False,PF07714,6.2e-95
Q02763,1124,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,545,630,CONTINUOUS,False,False,PF00041,2.8e-06
Q02763,1124,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,824,1091,CONTINUOUS,False,False,PF07714,2.2e-87
Q02763,1124,reviewed,9606,True,PF10430,Tie-2 Ig-like domain 1,pfam,domain,IPR018941,,,24,118,CONTINUOUS,True,True,PF10430,8.8e-41
